13,3,1,1,0,1,9,0,0,9,0.6159887313842773,-1,-1,-1,-1
13,3,1,2,0,1,8,0,0,8,0.4272031784057617,-1,-1,-1,-1
13,3,1,3,0,1,7,0,0,7,0.5254266262054443,-1,-1,-1,-1
13,3,1,4,0,1,7,0,0,7,0.3722381591796875,-1,-1,-1,-1
13,3,1,5,0,1,9,0,0,8,0.6160933971405029,9,2.594013214111328,-1,-1
13,3,1,6,0,1,7,0,0,7,0.561312198638916,-1,-1,-1,-1
13,3,1,7,0,1,7,0,0,7,0.3590080738067627,-1,-1,-1,-1
13,3,1,8,0,1,10,0,0,10,0.5954251289367676,-1,-1,-1,-1
13,3,1,9,0,1,7,0,0,7,0.4714517593383789,-1,-1,-1,-1
13,3,1,10,0,1,10,0,0,9,0.5126833915710449,10,1.622859477996826,-1,-1
13,3,1,11,0,1,8,0,0,8,0.6795692443847656,-1,-1,-1,-1
13,3,1,12,0,1,7,0,0,7,0.4875526428222656,-1,-1,-1,-1
13,3,1,13,0,1,10,0,0,10,0.6303575038909912,-1,-1,-1,-1
13,3,1,14,0,1,10,0,0,10,0.3440854549407959,-1,-1,-1,-1
13,3,1,15,0,1,10,0,0,10,0.3251192569732666,-1,-1,-1,-1
13,3,1,16,0,1,9,0,0,9,0.641606330871582,-1,-1,-1,-1
13,3,1,17,0,1,10,0,0,10,0.5478832721710205,-1,-1,-1,-1
13,3,1,18,0,1,8,0,0,8,0.5450172424316406,-1,-1,-1,-1
13,3,1,19,0,1,7,0,0,7,0.3993809223175049,-1,-1,-1,-1
13,3,1,20,0,1,7,0,0,7,0.3305974006652832,-1,-1,-1,-1
13,3,1,21,0,1,7,0,0,7,0.3281543254852295,-1,-1,-1,-1
13,3,1,22,0,1,8,0,0,8,0.5737414360046387,-1,-1,-1,-1
13,3,1,23,0,1,9,0,0,9,0.5148687362670898,-1,-1,-1,-1
13,3,1,24,0,1,10,0,0,10,0.499692440032959,-1,-1,-1,-1
13,3,1,25,0,1,8,0,0,8,0.7136423587799072,-1,-1,-1,-1
13,3,1,26,0,1,10,0,0,10,0.6017453670501709,-1,-1,-1,-1
13,3,1,27,0,1,7,0,0,7,0.5671079158782959,-1,-1,-1,-1
13,3,1,28,0,1,7,0,0,7,0.2983434200286865,-1,-1,-1,-1
13,3,1,29,0,1,8,0,0,8,0.633021354675293,-1,-1,-1,-1
13,3,1,30,0,1,9,0,0,9,0.6268877983093262,-1,-1,-1,-1
13,3,1,31,0,1,8,0,0,8,0.5069699287414551,-1,-1,-1,-1
13,3,1,32,0,1,8,0,0,8,0.3926510810852051,-1,-1,-1,-1
13,3,1,33,0,1,10,0,0,10,0.5714397430419922,-1,-1,-1,-1
13,3,1,34,0,1,7,0,0,8,0.5513970851898193,7,1.663510084152222,-1,-1
13,3,1,35,0,1,7,0,0,7,0.3269748687744141,-1,-1,-1,-1
13,3,1,36,0,1,8,0,0,8,0.5787479877471924,-1,-1,-1,-1
13,3,1,37,0,1,8,0,0,8,0.3513278961181641,-1,-1,-1,-1
13,3,1,38,0,1,7,0,0,7,0.6122267246246338,-1,-1,-1,-1
13,3,1,39,0,1,9,0,0,9,0.5454676151275635,-1,-1,-1,-1
13,3,1,40,0,1,8,0,0,8,0.4562239646911621,-1,-1,-1,-1
13,3,1,41,0,1,10,0,0,10,0.5467338562011719,-1,-1,-1,-1
13,3,1,42,0,1,7,0,0,7,0.4978227615356445,-1,-1,-1,-1
13,3,1,43,0,1,8,0,0,9,0.483468770980835,8,1.643545627593994,-1,-1
13,3,1,44,0,1,9,0,0,9,0.5663049221038818,-1,-1,-1,-1
13,3,1,45,0,1,7,0,0,7,0.7331881523132324,-1,-1,-1,-1
13,3,1,46,0,1,10,0,0,10,0.6777980327606201,-1,-1,-1,-1
13,3,1,47,0,1,9,0,0,9,0.8167002201080322,-1,-1,-1,-1
13,3,1,48,0,1,7,0,0,7,0.5499546527862549,-1,-1,-1,-1
13,3,1,49,0,1,10,0,0,10,0.5813345909118652,-1,-1,-1,-1
13,3,1,50,0,1,10,0,0,10,0.3556005954742432,-1,-1,-1,-1
13,3,1,51,0,1,9,0,0,9,0.5777437686920166,-1,-1,-1,-1
13,3,1,52,0,1,8,0,0,8,0.456031322479248,-1,-1,-1,-1
13,3,1,53,0,1,10,0,0,9,0.6187374591827393,10,1.458803415298462,-1,-1
13,3,1,54,0,1,7,0,0,7,0.4906797409057617,-1,-1,-1,-1
13,3,1,55,0,1,10,0,0,10,0.508385181427002,-1,-1,-1,-1
13,3,1,56,0,1,7,0,0,7,0.5078003406524658,-1,-1,-1,-1
13,3,1,57,0,1,8,0,0,8,0.730748176574707,-1,-1,-1,-1
13,3,1,58,0,1,9,0,0,9,0.5696923732757568,-1,-1,-1,-1
13,3,1,59,0,1,9,0,0,9,0.3581697940826416,-1,-1,-1,-1
13,3,1,60,0,1,10,0,0,10,0.5135858058929443,-1,-1,-1,-1
13,3,1,61,0,1,10,0,0,10,0.3293473720550537,-1,-1,-1,-1
13,3,1,62,0,1,10,0,0,10,0.316739559173584,-1,-1,-1,-1
13,3,1,63,0,1,9,0,0,9,0.5303843021392822,-1,-1,-1,-1
13,3,1,64,0,1,10,0,0,8,0.4485666751861572,10,1.64048171043396,-1,-1
13,3,1,65,0,1,8,0,0,8,0.5713543891906738,-1,-1,-1,-1
13,3,1,66,0,1,7,0,0,7,0.4335987567901611,-1,-1,-1,-1
13,3,1,67,0,1,9,0,0,9,0.5650112628936768,-1,-1,-1,-1
13,3,1,68,0,1,10,0,0,10,0.5231237411499023,-1,-1,-1,-1
13,3,1,69,0,1,7,0,0,7,0.5556700229644775,-1,-1,-1,-1
13,3,1,70,0,1,7,0,0,7,0.3384993076324463,-1,-1,-1,-1
13,3,1,71,0,1,8,0,0,8,0.5371828079223633,-1,-1,-1,-1
13,3,1,72,0,1,7,0,0,7,0.5451462268829346,-1,-1,-1,-1
13,3,1,73,0,1,10,0,0,10,0.8330898284912109,-1,-1,-1,-1
13,3,1,74,0,1,10,0,0,10,0.3189270496368408,-1,-1,-1,-1
13,3,1,75,0,1,7,0,0,7,0.5981793403625488,-1,-1,-1,-1
13,3,1,76,0,1,8,0,0,8,0.619910717010498,-1,-1,-1,-1
13,3,1,77,0,1,9,0,0,9,0.4969997406005859,-1,-1,-1,-1
13,3,1,78,0,1,9,0,0,9,0.3055272102355957,-1,-1,-1,-1
13,3,1,79,0,1,9,0,0,9,0.345301628112793,-1,-1,-1,-1
13,3,1,80,0,1,10,0,0,10,0.5674724578857422,-1,-1,-1,-1
13,3,1,81,0,1,9,0,0,9,0.7902960777282715,-1,-1,-1,-1
13,3,1,82,0,1,8,0,0,8,0.476778507232666,-1,-1,-1,-1
13,3,1,83,0,1,9,0,0,9,0.6373307704925537,-1,-1,-1,-1
13,3,1,84,0,1,7,0,0,7,0.6476936340332031,-1,-1,-1,-1
13,3,1,85,0,1,9,0,0,9,0.6505839824676514,-1,-1,-1,-1
13,3,1,86,0,1,9,0,0,9,0.3653414249420166,-1,-1,-1,-1
13,3,1,87,0,1,9,0,0,9,0.3469069004058838,-1,-1,-1,-1
13,3,1,88,0,1,9,0,0,9,0.345038890838623,-1,-1,-1,-1
13,3,1,89,0,1,8,0,0,8,0.46319580078125,-1,-1,-1,-1
13,3,1,90,0,1,8,0,0,8,0.3015925884246826,-1,-1,-1,-1
13,3,1,91,0,1,10,0,0,10,0.6352822780609131,-1,-1,-1,-1
13,3,1,92,0,1,10,0,0,10,0.323930025100708,-1,-1,-1,-1
13,3,1,93,0,1,9,0,0,9,0.6470928192138672,-1,-1,-1,-1
13,3,1,94,0,1,9,0,0,9,0.3144636154174805,-1,-1,-1,-1
13,3,1,95,0,1,8,0,0,8,0.4863386154174805,-1,-1,-1,-1
13,3,1,96,0,1,8,0,0,8,0.318368673324585,-1,-1,-1,-1
13,3,1,97,0,1,8,0,0,8,0.3256185054779053,-1,-1,-1,-1
13,3,1,98,0,1,9,0,0,9,0.4757914543151855,-1,-1,-1,-1
13,3,1,99,0,1,8,0,0,8,0.52536940574646,-1,-1,-1,-1
13,3,1,100,0,1,8,0,0,8,0.4373323917388916,-1,-1,-1,-1
