200,1,3,1,0,0,0,7,1.2,0,0,7,1.568607568740845,-1,-1,-1,-1
200,1,3,2,0,0,0,8,1.15,0,0,8,1.479076623916626,-1,-1,-1,-1
200,1,3,3,0,0,0,8,1.4,0,0,9,1.730184078216553,-1,-1,-1,-1
200,1,3,4,0,0,0,10,1.15,0,0,10,1.429717063903809,-1,-1,-1,-1
200,1,3,5,0,0,0,8,1,0,0,8,1.458347320556641,-1,-1,-1,-1
200,1,3,6,0,0,0,7,1.35,0,0,9,1.542352437973022,-1,-1,-1,-1
200,1,3,7,0,0,0,10,1.15,0,0,10,1.477615833282471,-1,-1,-1,-1
200,1,3,8,0,0,0,9,1.15,0,0,9,1.417790651321411,-1,-1,-1,-1
200,1,3,9,0,0,0,8,1.35,0,0,9,1.49486255645752,-1,-1,-1,-1
200,1,3,10,0,0,0,10,1.25,0,0,8,1.458558320999146,-1,-1,-1,-1
200,1,3,11,0,0,0,10,1.3,0,0,7,1.490240812301636,-1,-1,-1,-1
200,1,3,12,0,0,0,8,1.1,0,0,8,1.489378690719604,-1,-1,-1,-1
200,1,3,13,0,0,0,10,1.3,0,0,9,1.456309080123901,-1,-1,-1,-1
200,1,3,14,0,0,0,9,1.05,0,0,9,1.481841564178467,-1,-1,-1,-1
200,1,3,15,0,0,0,7,1.15,0,0,8,1.453744649887085,-1,-1,-1,-1
200,1,3,16,0,0,0,8,1.25,0,0,7,1.428548574447632,-1,-1,-1,-1
200,1,3,17,0,0,0,10,1.2,0,0,8,1.446138381958008,10,1.521269559860229,-1,-1
200,1,3,18,0,0,0,8,1.15,0,0,8,1.496504545211792,-1,-1,-1,-1
200,1,3,19,0,0,0,8,1.05,0,0,8,1.42332124710083,-1,-1,-1,-1
200,1,3,20,0,0,0,7,1.1,0,0,7,1.458520889282227,-1,-1,-1,-1
200,1,3,21,0,0,0,10,1.4,0,0,9,1.438916444778442,-1,-1,-1,-1
200,1,3,22,0,0,0,9,1.1,0,0,9,1.40427827835083,-1,-1,-1,-1
200,1,3,23,0,0,0,7,1.25,0,0,8,1.452893257141113,-1,-1,-1,-1
200,1,3,24,0,0,0,7,1.1,0,0,7,1.443204641342163,-1,-1,-1,-1
200,1,3,25,0,0,0,9,1.15,0,0,9,1.431968927383423,-1,-1,-1,-1
200,1,3,26,0,0,0,9,1.25,0,0,8,1.429986715316772,-1,-1,-1,-1
200,1,3,27,0,0,0,10,1.35,0,0,7,1.546284914016724,-1,-1,-1,-1
200,1,3,28,0,0,0,7,1.05,0,0,7,1.398003101348877,-1,-1,-1,-1
200,1,3,29,0,0,0,10,1.35,0,0,7,1.490216255187988,-1,-1,-1,-1
200,1,3,30,0,0,0,10,1.1,0,0,10,1.420430898666382,-1,-1,-1,-1
